id,title,price,location,rooms,square_meters,listing_date,url,scraped_at
EJ-cd1a5beb53,İmren Gayrimenkulden Sefaköy Merkezde 2+1 70 M2 Bahçe Kat,30.000 ₺,"İstanbul, Küçükçekmece",2+1,70 m²,25.06.2026,https://www.emlakjet.com/ilan/imren-gayrimenkulden-sefakoy-merkezde-21-70-m2-bahce-kat-19522822,2026-06-25 23:46:40
EJ-12911ab44f,Yeşilyurt Mahallesinde Kiralık Daire,13.500 ₺,"Adıyaman, Merkez",2+1,120 m²,25.06.2026,https://www.emlakjet.com/ilan/yesilyurt-mahallesinde-kiralik-daire-19522814,2026-06-25 23:46:40
EJ-8a2f1452f3,Aksaray Hacılar Harmanı 112 Arkasında Kiralık Eşyalı 1+1 Daire,11.000 ₺,"Aksaray, Merkez",1+1,50 m²,25.06.2026,https://www.emlakjet.com/ilan/aksaray-hacilar-harmani-112-arkasinda-kiralik-esyali-11-daire-19522794,2026-06-25 23:46:40
EJ-8c23b96fd0,Konyaaltı Gürsu İşkur Yanı Site İçi Harika Konum 3+1 Kiralık,47.000 ₺,"Antalya, Konyaaltı",3+1,135 m²,25.06.2026,https://www.emlakjet.com/ilan/konyaalti-gursu-iskur-yani-site-ici-harika-konum-31-kiralik-19522788,2026-06-25 23:46:40
EJ-128dd1b05f,Ayan Gayrimenkul Ve Dayanışmanlık Tan Kiralık Dayre Üniversite Mahallesinde Yunus Emre Bulvarı,18.000 ₺,"Elazığ, Merkez",4+1,185 m²,25.06.2026,https://www.emlakjet.com/ilan/ayan-gayrimenkul-ve-dayanismanlik-tan-kiralik-dayre-universite-mahallesinde-yunus-emre-bulvari-19522785,2026-06-25 23:46:40
EJ-cd1a5beb53,İmren Gayrimenkulden Sefaköy Merkezde 2+1 70 M2 Bahçe Kat,30.000 ₺,"İstanbul, Küçükçekmece",2+1,70 m²,25.06.2026,https://www.emlakjet.com/ilan/imren-gayrimenkulden-sefakoy-merkezde-21-70-m2-bahce-kat-19522822,2026-06-25 23:46:42
EJ-12911ab44f,Yeşilyurt Mahallesinde Kiralık Daire,13.500 ₺,"Adıyaman, Merkez",2+1,120 m²,25.06.2026,https://www.emlakjet.com/ilan/yesilyurt-mahallesinde-kiralik-daire-19522814,2026-06-25 23:46:42
EJ-8a2f1452f3,Aksaray Hacılar Harmanı 112 Arkasında Kiralık Eşyalı 1+1 Daire,11.000 ₺,"Aksaray, Merkez",1+1,50 m²,25.06.2026,https://www.emlakjet.com/ilan/aksaray-hacilar-harmani-112-arkasinda-kiralik-esyali-11-daire-19522794,2026-06-25 23:46:42
EJ-8c23b96fd0,Konyaaltı Gürsu İşkur Yanı Site İçi Harika Konum 3+1 Kiralık,47.000 ₺,"Antalya, Konyaaltı",3+1,135 m²,25.06.2026,https://www.emlakjet.com/ilan/konyaalti-gursu-iskur-yani-site-ici-harika-konum-31-kiralik-19522788,2026-06-25 23:46:42
EJ-128dd1b05f,Ayan Gayrimenkul Ve Dayanışmanlık Tan Kiralık Dayre Üniversite Mahallesinde Yunus Emre Bulvarı,18.000 ₺,"Elazığ, Merkez",4+1,185 m²,25.06.2026,https://www.emlakjet.com/ilan/ayan-gayrimenkul-ve-dayanismanlik-tan-kiralik-dayre-universite-mahallesinde-yunus-emre-bulvari-19522785,2026-06-25 23:46:42
EJ-0c9fb87a69,Sezonluk Kiralık Daire,85.000 ₺,"Balıkesir, Edremit",1+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/sezonluk-kiralik-daire-19522778,2026-06-25 23:46:42
EJ-9b55b2ed6a,Carmen // Gaziler Mh'inde 56m2 1+1 Eşyalı Kiralık Daire,18.500 ₺,"Giresun, Merkez",1+1,56 m²,25.06.2026,https://www.emlakjet.com/ilan/carmen-gaziler-mh-inde-56m2-11-esyali-kiralik-daire-19522774,2026-06-25 23:46:42
EJ-b55fe4c064,Ağaoğlu Eltes Güneşi Havuz Cepheli Geniş 3+1 Kiralık Daire,80.000 ₺,"İstanbul, Ümraniye",3+1,159 m²,25.06.2026,https://www.emlakjet.com/ilan/agaoglu-eltes-gunesi-havuz-cepheli-genis-31-kiralik-daire-19522769,2026-06-25 23:46:42
EJ-89973b9608,Krc'den Karaaağaç Tokilerde Katta Kiralık 3+1 Daire,28.000 ₺,"Ankara, Mamak",3+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/krc-den-karaaagac-tokilerde-katta-kiralik-31-daire-19522768,2026-06-25 23:46:42
EJ-0d944973e6,İskanlı Full Oturum Olan Sitede Ada Mutfaklı Daire,20.000 ₺,"Antalya, Aksu",1+1,50 m²,25.06.2026,https://www.emlakjet.com/ilan/iskanli-full-oturum-olan-sitede-ada-mutfakli-daire-19522751,2026-06-25 23:46:42
EJ-7653a68493,Yetkinden Alanya Çıplaklı Mahallesinde 1+1 50m2 Kiralık Daire,18.000 ₺,"Antalya, Alanya",1+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/yetkinden-alanya-ciplakli-mahallesinde-11-50m2-kiralik-daire-19522746,2026-06-25 23:46:42
EJ-7fe5c3fd76,Yakamoz Gayrimenkulden Medicana Hastene Yakını Kiralık Daire,30.000 ₺,"Sivas, Merkez",3+1,145 m²,25.06.2026,https://www.emlakjet.com/ilan/yakamoz-gayrimenkulden-medicana-hastene-yakini-kiralik-daire-19522739,2026-06-25 23:46:42
EJ-5b5d2d84b0,Dora'dan Safir Konaklarında 3+1 Ferah İçi Yapılı Daire,67.500 ₺,"İstanbul, Pendik",3+1,136 m²,25.06.2026,https://www.emlakjet.com/ilan/dora-dan-safir-konaklarinda-31-ferah-ici-yapili-daire-19522722,2026-06-25 23:46:42
EJ-01238fab12,Bi·nova'dan Canik Karşıyada Kiralık 3+1 Daire,17.000 ₺,"Samsun, Canik",3+1,130 m²,25.06.2026,https://www.emlakjet.com/ilan/bi-nova-dan-canik-karsiyada-kiralik-31-daire-19522706,2026-06-25 23:46:42
EJ-59fcffe993,Sahibinden Kiralık Toros Caddesinde İçi Yeni Yapılı Kot 1 Girişli,21.000 ₺,"Adana, Seyhan",1+1,501 m²,25.06.2026,https://www.emlakjet.com/ilan/sahibinden-kiralik-toros-caddesinde-ici-yeni-yapili-kot-1-girisli-19522644,2026-06-25 23:46:42
EJ-3d980c89d4,Aliağa Merkezde Kiralık 2+1 Dgazli Daire,26.000 ₺,"İzmir, Aliağa",2+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/aliaga-merkezde-kiralik-21-dgazli-daire-19522642,2026-06-25 23:46:42
EJ-81879afaa7,Dinçciler Mahallesinde Kiralık Eşyalı 2+0 Daire,19.500 ₺,"Balıkesir, Altıeylül",2+0,60 m²,25.06.2026,https://www.emlakjet.com/ilan/dincciler-mahallesinde-kiralik-esyali-20-daire-19522638,2026-06-25 23:46:42
EJ-5a5d381885,Hamidiye Mahallesinde Kiralık 2+1 Daire,17.000 ₺,"Düzce, Merkez",2+1,90 m²,25.06.2026,https://www.emlakjet.com/ilan/hamidiye-mahallesinde-kiralik-21-daire-19522634,2026-06-25 23:46:42
EJ-c5f461ea25,Korucuk Adapanaroma Sitesinde Kiralık Ara Kat 3+1 Daire - Tg,35.000 ₺,"Sakarya, Adapazarı",3+1,135 m²,25.06.2026,https://www.emlakjet.com/ilan/korucuk-adapanaroma-sitesinde-kiralik-ara-kat-31-daire-tg-19522612,2026-06-25 23:46:42
EJ-09914ea914,Acar Emlaktan Aynı Ali Mah Kiralık Son Kat,15.000 ₺,"Manisa, Yunusemre",2+0,75 m²,25.06.2026,https://www.emlakjet.com/ilan/acar-emlaktan-ayni-ali-mah-kiralik-son-kat-19522603,2026-06-25 23:46:42
EJ-e0ab23744c,Ataşehir Küçükbakkalköy Buz Residence 2+1 Kiralık Daire 105 M2,69.000 ₺,"İstanbul, Ataşehir",1+1,105 m²,25.06.2026,https://www.emlakjet.com/ilan/atasehir-kucukbakkalkoy-buz-residence-21-kiralik-daire-105-m2-19522581,2026-06-25 23:46:42
EJ-32b7492784,Altındağ Tesisleri Karşısı Kiralık Fırsat 2+1,22.000 ₺,"Diyarbakır, Yenişehir",2+1,98 m²,25.06.2026,https://www.emlakjet.com/ilan/altindag-tesisleri-karsisi-kiralik-firsat-21-19522565,2026-06-25 23:46:42
EJ-4a4c237337,Ada Emlak’tan Kiralık 2+1 Daire,14.000 ₺,"Mardin, Artuklu",2+1,120 m²,25.06.2026,https://www.emlakjet.com/ilan/ada-emlak-tan-kiralik-21-daire-19522560,2026-06-25 23:46:42
EJ-ae3ae227c2,Fatih Karagümrükte Eşyalı Temiz 1+1 Kiralık Daire,30.000 ₺,"İstanbul, Fatih",1+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/fatih-karagumrukte-esyali-temiz-11-kiralik-daire-19522559,2026-06-25 23:46:42
EJ-2380f297ca,Ramada Kiralık 1+1 Eşyalı Daire,90.000 ₺,"Aydın, Kuşadası",1+1,65 m²,25.06.2026,https://www.emlakjet.com/ilan/ramada-kiralik-11-esyali-daire-19522556,2026-06-25 23:46:42
EJ-eddbb78d81,Hastane Yakını Havuzlu Sitede Eşyalı 1+1,27.000 ₺,"Muğla, Dalaman",1+1,50 m²,25.06.2026,https://www.emlakjet.com/ilan/hastane-yakini-havuzlu-sitede-esyali-11-19522555,2026-06-25 23:46:42
EJ-18cec3466a,Acil Kiralık Daire,10.000 ₺,"Samsun, İlkadım",3+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/acil-kiralik-daire-19522554,2026-06-25 23:46:42
EJ-46dcc76d00,Akçay Altınkumda Tek Yetki Gültaş Emlaktan Kiralık 2+1 Daire Fırsatı!,20.000 ₺,"Balıkesir, Edremit",2+1,100 m²,25.06.2026,https://www.emlakjet.com/ilan/akcay-altinkumda-tek-yetki-gultas-emlaktan-kiralik-21-daire-firsati-19522549,2026-06-25 23:46:42
EJ-2e623dad1a,Kiralık 2+1 Daire | Jandarma Arkası | Yüksek Giriş,23.000 ₺,"Antalya, Serik",2+1,90 m²,25.06.2026,https://www.emlakjet.com/ilan/kiralik-21-daire-jandarma-arkasi-yuksek-giris-19522540,2026-06-25 23:46:42
EJ-7f6dd80f3d,Stüdyo Daire,17.500 ₺,"Mersin, Yenişehir",N/A,210 m²,25.06.2026,https://www.emlakjet.com/ilan/studyo-daire-19522537,2026-06-25 23:46:42
EJ-8c23b96fd0,Konyaaltı Gürsu İşkur Yanı Site İçi Harika Konum 3+1 Kiralık,47.000 ₺,"Antalya, Konyaaltı",3+1,135 m²,25.06.2026,https://www.emlakjet.com/ilan/konyaalti-gursu-iskur-yani-site-ici-harika-konum-31-kiralik-19522788,2026-06-25 23:46:44
EJ-128dd1b05f,Ayan Gayrimenkul Ve Dayanışmanlık Tan Kiralık Dayre Üniversite Mahallesinde Yunus Emre Bulvarı,18.000 ₺,"Elazığ, Merkez",4+1,185 m²,25.06.2026,https://www.emlakjet.com/ilan/ayan-gayrimenkul-ve-dayanismanlik-tan-kiralik-dayre-universite-mahallesinde-yunus-emre-bulvari-19522785,2026-06-25 23:46:44
EJ-0c9fb87a69,Sezonluk Kiralık Daire,85.000 ₺,"Balıkesir, Edremit",1+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/sezonluk-kiralik-daire-19522778,2026-06-25 23:46:44
EJ-9b55b2ed6a,Carmen // Gaziler Mh'inde 56m2 1+1 Eşyalı Kiralık Daire,18.500 ₺,"Giresun, Merkez",1+1,56 m²,25.06.2026,https://www.emlakjet.com/ilan/carmen-gaziler-mh-inde-56m2-11-esyali-kiralik-daire-19522774,2026-06-25 23:46:44
EJ-b55fe4c064,Ağaoğlu Eltes Güneşi Havuz Cepheli Geniş 3+1 Kiralık Daire,80.000 ₺,"İstanbul, Ümraniye",3+1,159 m²,25.06.2026,https://www.emlakjet.com/ilan/agaoglu-eltes-gunesi-havuz-cepheli-genis-31-kiralik-daire-19522769,2026-06-25 23:46:44
EJ-89973b9608,Krc'den Karaaağaç Tokilerde Katta Kiralık 3+1 Daire,28.000 ₺,"Ankara, Mamak",3+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/krc-den-karaaagac-tokilerde-katta-kiralik-31-daire-19522768,2026-06-25 23:46:44
EJ-0d944973e6,İskanlı Full Oturum Olan Sitede Ada Mutfaklı Daire,20.000 ₺,"Antalya, Aksu",1+1,50 m²,25.06.2026,https://www.emlakjet.com/ilan/iskanli-full-oturum-olan-sitede-ada-mutfakli-daire-19522751,2026-06-25 23:46:44
EJ-7653a68493,Yetkinden Alanya Çıplaklı Mahallesinde 1+1 50m2 Kiralık Daire,18.000 ₺,"Antalya, Alanya",1+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/yetkinden-alanya-ciplakli-mahallesinde-11-50m2-kiralik-daire-19522746,2026-06-25 23:46:44
EJ-7fe5c3fd76,Yakamoz Gayrimenkulden Medicana Hastene Yakını Kiralık Daire,30.000 ₺,"Sivas, Merkez",3+1,145 m²,25.06.2026,https://www.emlakjet.com/ilan/yakamoz-gayrimenkulden-medicana-hastene-yakini-kiralik-daire-19522739,2026-06-25 23:46:44
EJ-5b5d2d84b0,Dora'dan Safir Konaklarında 3+1 Ferah İçi Yapılı Daire,67.500 ₺,"İstanbul, Pendik",3+1,136 m²,25.06.2026,https://www.emlakjet.com/ilan/dora-dan-safir-konaklarinda-31-ferah-ici-yapili-daire-19522722,2026-06-25 23:46:44
EJ-01238fab12,Bi·nova'dan Canik Karşıyada Kiralık 3+1 Daire,17.000 ₺,"Samsun, Canik",3+1,130 m²,25.06.2026,https://www.emlakjet.com/ilan/bi-nova-dan-canik-karsiyada-kiralik-31-daire-19522706,2026-06-25 23:46:44
EJ-59fcffe993,Sahibinden Kiralık Toros Caddesinde İçi Yeni Yapılı Kot 1 Girişli,21.000 ₺,"Adana, Seyhan",1+1,501 m²,25.06.2026,https://www.emlakjet.com/ilan/sahibinden-kiralik-toros-caddesinde-ici-yeni-yapili-kot-1-girisli-19522644,2026-06-25 23:46:44
EJ-3d980c89d4,Aliağa Merkezde Kiralık 2+1 Dgazli Daire,26.000 ₺,"İzmir, Aliağa",2+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/aliaga-merkezde-kiralik-21-dgazli-daire-19522642,2026-06-25 23:46:44
EJ-81879afaa7,Dinçciler Mahallesinde Kiralık Eşyalı 2+0 Daire,19.500 ₺,"Balıkesir, Altıeylül",2+0,60 m²,25.06.2026,https://www.emlakjet.com/ilan/dincciler-mahallesinde-kiralik-esyali-20-daire-19522638,2026-06-25 23:46:44
EJ-5a5d381885,Hamidiye Mahallesinde Kiralık 2+1 Daire,17.000 ₺,"Düzce, Merkez",2+1,90 m²,25.06.2026,https://www.emlakjet.com/ilan/hamidiye-mahallesinde-kiralik-21-daire-19522634,2026-06-25 23:46:44
EJ-c5f461ea25,Korucuk Adapanaroma Sitesinde Kiralık Ara Kat 3+1 Daire - Tg,35.000 ₺,"Sakarya, Adapazarı",3+1,135 m²,25.06.2026,https://www.emlakjet.com/ilan/korucuk-adapanaroma-sitesinde-kiralik-ara-kat-31-daire-tg-19522612,2026-06-25 23:46:44
EJ-09914ea914,Acar Emlaktan Aynı Ali Mah Kiralık Son Kat,15.000 ₺,"Manisa, Yunusemre",2+0,75 m²,25.06.2026,https://www.emlakjet.com/ilan/acar-emlaktan-ayni-ali-mah-kiralik-son-kat-19522603,2026-06-25 23:46:44
EJ-e0ab23744c,Ataşehir Küçükbakkalköy Buz Residence 2+1 Kiralık Daire 105 M2,69.000 ₺,"İstanbul, Ataşehir",1+1,105 m²,25.06.2026,https://www.emlakjet.com/ilan/atasehir-kucukbakkalkoy-buz-residence-21-kiralik-daire-105-m2-19522581,2026-06-25 23:46:44
EJ-32b7492784,Altındağ Tesisleri Karşısı Kiralık Fırsat 2+1,22.000 ₺,"Diyarbakır, Yenişehir",2+1,98 m²,25.06.2026,https://www.emlakjet.com/ilan/altindag-tesisleri-karsisi-kiralik-firsat-21-19522565,2026-06-25 23:46:44
EJ-4a4c237337,Ada Emlak’tan Kiralık 2+1 Daire,14.000 ₺,"Mardin, Artuklu",2+1,120 m²,25.06.2026,https://www.emlakjet.com/ilan/ada-emlak-tan-kiralik-21-daire-19522560,2026-06-25 23:46:44
EJ-ae3ae227c2,Fatih Karagümrükte Eşyalı Temiz 1+1 Kiralık Daire,30.000 ₺,"İstanbul, Fatih",1+1,55 m²,25.06.2026,https://www.emlakjet.com/ilan/fatih-karagumrukte-esyali-temiz-11-kiralik-daire-19522559,2026-06-25 23:46:44
EJ-2380f297ca,Ramada Kiralık 1+1 Eşyalı Daire,90.000 ₺,"Aydın, Kuşadası",1+1,65 m²,25.06.2026,https://www.emlakjet.com/ilan/ramada-kiralik-11-esyali-daire-19522556,2026-06-25 23:46:44
EJ-eddbb78d81,Hastane Yakını Havuzlu Sitede Eşyalı 1+1,27.000 ₺,"Muğla, Dalaman",1+1,50 m²,25.06.2026,https://www.emlakjet.com/ilan/hastane-yakini-havuzlu-sitede-esyali-11-19522555,2026-06-25 23:46:44
EJ-18cec3466a,Acil Kiralık Daire,10.000 ₺,"Samsun, İlkadım",3+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/acil-kiralik-daire-19522554,2026-06-25 23:46:44
EJ-46dcc76d00,Akçay Altınkumda Tek Yetki Gültaş Emlaktan Kiralık 2+1 Daire Fırsatı!,20.000 ₺,"Balıkesir, Edremit",2+1,100 m²,25.06.2026,https://www.emlakjet.com/ilan/akcay-altinkumda-tek-yetki-gultas-emlaktan-kiralik-21-daire-firsati-19522549,2026-06-25 23:46:44
EJ-2e623dad1a,Kiralık 2+1 Daire | Jandarma Arkası | Yüksek Giriş,23.000 ₺,"Antalya, Serik",2+1,90 m²,25.06.2026,https://www.emlakjet.com/ilan/kiralik-21-daire-jandarma-arkasi-yuksek-giris-19522540,2026-06-25 23:46:44
EJ-7f6dd80f3d,Stüdyo Daire,17.500 ₺,"Mersin, Yenişehir",N/A,210 m²,25.06.2026,https://www.emlakjet.com/ilan/studyo-daire-19522537,2026-06-25 23:46:44
EJ-9fe4df742e,"Şehir Hastanesi Yakını, Sıfır, Yerden Isıtmalı 3+1 Kiralık Daire",30.000 ₺,"Kütahya, Merkez",3+1,155 m²,25.06.2026,https://www.emlakjet.com/ilan/sehir-hastanesi-yakini-sifir-yerden-isitmali-31-kiralik-daire-19522506,2026-06-25 23:46:44
EJ-50ff3bbc84,Bulgurlu Metroya 6-7 Dakika Yürüme Mesafesi Asansörlü 3+1 Daire,47.000 ₺,"İstanbul, Üsküdar",3+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/bulgurlu-metroya-6-7-dakika-yurume-mesafesi-asansorlu-31-daire-19522499,2026-06-25 23:46:44
EJ-dfbbdc9dd1,Antalya Muratpaşa Muratpaşa Mah.2 Kat 130m2 25.000tl,25.000 ₺,"Antalya, Muratpaşa",3+1,25 m²,25.06.2026,https://www.emlakjet.com/ilan/antalya-muratpasa-muratpasa-mah-2-kat-130m2-25-000tl-19522497,2026-06-25 23:46:44
EJ-6a0cf9ad72,"Bartın Aladağ'da Manzaralı, Otoparklı Geniş 3+1 Daire",21.000 ₺,"Bartın, Merkez",3+1,130 m²,25.06.2026,https://www.emlakjet.com/ilan/bartin-aladag-da-manzarali-otoparkli-genis-31-daire-19522288,2026-06-25 23:46:46
EJ-62394c1b9b,Hatay Metro Yakını Bakımlı Turk Koleji- Kızmesleklisesi Yakını,30.000 ₺,"İzmir, Konak",2+1,90 m²,25.06.2026,https://www.emlakjet.com/ilan/hatay-metro-yakini-bakimli-turk-koleji-kizmesleklisesi-yakini-19522273,2026-06-25 23:46:46
EJ-0709c87b05,"Alanya Payallar'da Ferah, Köşe Konumda 2+1 Kiralık Daire!",21.000 ₺,"Antalya, Alanya",2+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/alanya-payallar-da-ferah-kose-konumda-21-kiralik-daire-19522270,2026-06-25 23:46:46
EJ-c83dd85c01,Başar Gayrimenkul Den Kökçüoğlu Mah. 3+1 Kiralık Daire,9.000 ₺,"Samsun, İlkadım",3+1,120 m²,25.06.2026,https://www.emlakjet.com/ilan/basar-gayrimenkul-den-kokcuoglu-mah-31-kiralik-daire-19522243,2026-06-25 23:46:46
EJ-8ae741cfbf,Kiralik Daire 2+1 Ceşmeli,19.500 ₺,"Mersin, Erdemli",2+1,90 m²,25.06.2026,https://www.emlakjet.com/ilan/kiralik-daire-21-cesmeli-19522239,2026-06-25 23:46:46
EJ-648d089ee0,Bahçelievler 3+1 Triplex Kiralık Daire,13.000 ₺,"Amasya, Merzifon",3+1,132 m²,25.06.2026,https://www.emlakjet.com/ilan/bahcelievler-31-triplex-kiralik-daire-19522232,2026-06-25 23:46:46
EJ-faec41e3ae,Sahibinden Kiralık Daire,23.000 ₺,"Malatya, Yeşilyurt",3+1,141 m²,25.06.2026,https://www.emlakjet.com/ilan/sahibinden-kiralik-daire-19522229,2026-06-25 23:46:46
EJ-5bd487cc0b,Molla Team'den Kiralık Daire Muhittin Mah. 3+1 Net 130 M2,21.000 ₺,"Tekirdağ, Çorlu",3+1,140 m²,25.06.2026,https://www.emlakjet.com/ilan/molla-team-den-kiralik-daire-muhittin-mah-31-net-130-m2-19522218,2026-06-25 23:46:46
EJ-bae4491296,Karaali Villalar Bölgesi'nde Bahçeli Havuzlu 1+1 Eşyalı Kiralık,26.000 ₺,"Manisa, Yunusemre",1+1,50 m²,25.06.2026,https://www.emlakjet.com/ilan/karaali-villalar-bolgesi-nde-bahceli-havuzlu-11-esyali-kiralik-19522197,2026-06-25 23:46:46
EJ-6996b6ef97,Altıncaba'dan Karaaslan'da Modern Ve Ferah Kiralık 3+1,25.000 ₺,"Konya, Karatay",3+1,140 m²,25.06.2026,https://www.emlakjet.com/ilan/altincaba-dan-karaaslan-da-modern-ve-ferah-kiralik-31-19522184,2026-06-25 23:46:46
EJ-3bdb911db2,Murat Emlaktan Artuklukaymakamlık Karşısı 2+1 Dairemiz Kiralık,12.500 ₺,"Mardin, Artuklu",2+1,135 m²,25.06.2026,https://www.emlakjet.com/ilan/murat-emlaktan-artuklukaymakamlik-karsisi-21-dairemiz-kiralik-19522183,2026-06-25 23:46:46
EJ-819ba8c2e8,As Emlak'tan Sıraevler'de Kiralık Kombili 3+1 Üst Kat Dubleks,40.000 ₺,"Eskişehir, Tepebaşı",3+1,140 m²,25.06.2026,https://www.emlakjet.com/ilan/as-emlak-tan-siraevler-de-kiralik-kombili-31-ust-kat-dubleks-19522169,2026-06-25 23:46:46
EJ-cef665c299,Beyazevler Muhtarlık Yakini 3+1,21.000 ₺,"Adana, Çukurova",3+1,150 m²,25.06.2026,https://www.emlakjet.com/ilan/beyazevler-muhtarlik-yakini-31-19522165,2026-06-25 23:46:46
EJ-357bac7474,Hatay Merkezde Necatibey İlköğretim Arkası D.gazlı 2+1 Kiralık,25.000 ₺,"İzmir, Konak",2+1,100 m²,25.06.2026,https://www.emlakjet.com/ilan/hatay-merkezde-necatibey-ilkogretim-arkasi-d-gazli-21-kiralik-19522145,2026-06-25 23:46:46
EJ-460d460f8c,Turan Mahallesi Merkezi Konumda 3+1 Doğalgazlı Kiralık Daire ! ! !,18.000 ₺,"Aydın, Nazilli",3+1,140 m²,25.06.2026,https://www.emlakjet.com/ilan/turan-mahallesi-merkezi-konumda-31-dogalgazli-kiralik-daire-19522144,2026-06-25 23:46:46
EJ-0d80a1b817,Depozitosuz 1+1 Herşey Dahil Daireler,20.000 ₺,"Sakarya, Serdivan",1+1,65 m²,25.06.2026,https://www.emlakjet.com/ilan/depozitosuz-11-hersey-dahil-daireler-19522140,2026-06-25 23:46:46
EJ-1b0b9b748f,Papatya Cad 2+1 Geniş Lüks Daire,18.000 ₺,"Kayseri, Talas",2+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/papatya-cad-21-genis-luks-daire-19522087,2026-06-25 23:46:46
EJ-c7b395746d,Güven'den Hastane Yanında K.cam Balkonlu Kombili Kiralık 2+1 Daire,12.000 ₺,"Tekirdağ, Kapaklı",2+1,85 m²,25.06.2026,https://www.emlakjet.com/ilan/guven-den-hastane-yaninda-k-cam-balkonlu-kombili-kiralik-21-daire-19522085,2026-06-25 23:46:46
EJ-f32df403dd,Rw Nest'ten Zafer Mahallesinde Lüks 2+1 Kiralık Daire,23.000 ₺,"Eskişehir, Tepebaşı",2+1,110 m²,25.06.2026,https://www.emlakjet.com/ilan/rw-nest-ten-zafer-mahallesinde-luks-21-kiralik-daire-19522080,2026-06-25 23:46:46
EJ-510dd177a7,Döşemeaaltı Yeniköyde Belediye Yakını Full Eşyalı Kiralık Daire,30.000 ₺,"Antalya, Döşemealtı",1+1,75 m²,25.06.2026,https://www.emlakjet.com/ilan/dosemeaalti-yenikoyde-belediye-yakini-full-esyali-kiralik-daire-19522078,2026-06-25 23:46:46
EJ-99da6f6e3e,Çınaraltı Sitesinde Giriş Katında 3+1 Kiralık Daire,29.000 ₺,"Sakarya, Adapazarı",3+1,140 m²,25.06.2026,https://www.emlakjet.com/ilan/cinaralti-sitesinde-giris-katinda-31-kiralik-daire-19522064,2026-06-25 23:46:46
EJ-e05f9b3352,Global Emlak Şehir Hastanesi Yanı Kiralık Eşyalı 2+1 Daire,22.500 ₺,"Kayseri, Kocasinan",2+1,85 m²,25.06.2026,https://www.emlakjet.com/ilan/global-emlak-sehir-hastanesi-yani-kiralik-esyali-21-daire-19522059,2026-06-25 23:46:46
EJ-61428f3e36,Remax Design İlkay Maltepe Mah. 2+1 Kiralık,18.000 ₺,"Sakarya, Adapazarı",2+1,105 m²,25.06.2026,https://www.emlakjet.com/ilan/remax-design-ilkay-maltepe-mah-21-kiralik-19522050,2026-06-25 23:46:46
EJ-3f7f5ac76c,Aile Apartmanı 3+1 Daire,19.750 ₺,"Kocaeli, Kartepe",3+1,130 m²,25.06.2026,https://www.emlakjet.com/ilan/aile-apartmani-31-daire-19522032,2026-06-25 23:46:46
EJ-11bdbd4f35,Kiralık Bahçe Nizam 2+1,23.500 ₺,"İzmir, Torbalı",2+1,100 m²,25.06.2026,https://www.emlakjet.com/ilan/kiralik-bahce-nizam-21-19522030,2026-06-25 23:46:46
EJ-86f62e7134,Fvr'den Görükle Dumlupınar 2+1 Ayrı Mutfak Kiralık Daire,17.000 ₺,"Bursa, Nilüfer",2+1,70 m²,25.06.2026,https://www.emlakjet.com/ilan/fvr-den-gorukle-dumlupinar-21-ayri-mutfak-kiralik-daire-19522029,2026-06-25 23:46:46
EJ-c8b47b8a6c,Çevre Yolu Üstünde Kiralık Daire,20.000 ₺,"Isparta, Merkez",3+1,140 m²,25.06.2026,https://www.emlakjet.com/ilan/cevre-yolu-ustunde-kiralik-daire-19522023,2026-06-25 23:46:46
EJ-8b1ace40fc,Marev Emlaktan Kiralık 4+1 Geniş Daire,18.000 ₺,"Mardin, Kızıltepe",4+1,210 m²,25.06.2026,https://www.emlakjet.com/ilan/marev-emlaktan-kiralik-41-genis-daire-19522011,2026-06-25 23:46:46
EJ-3196f9e251,Fatih Caddesi 3+1 Geniş Kiralık Daire,25.000 ₺,"Kocaeli, Çayırova",3+1,165 m²,25.06.2026,https://www.emlakjet.com/ilan/fatih-caddesi-31-genis-kiralik-daire-19522008,2026-06-25 23:46:46
EJ-0b7a93cad2,Göztepe Metro Yakını Esenyalıda D.gazlı 3+1 Eşyalı Kiralık Daire,38.000 ₺,"İzmir, Karabağlar",3+1,130 m²,25.06.2026,https://www.emlakjet.com/ilan/goztepe-metro-yakini-esenyalida-d-gazli-31-esyali-kiralik-daire-19522007,2026-06-25 23:46:46
